label-coarse,text,questions
0,What is yohimbine ?,what is Theophylline
4,How many people die of tuberculosis yearly ?,how many peple die of H1_N1_virus n_RAINBOW_HEARTS
1,What is a good book to read for people who hate to read ?,what is a bad book to aloud for peoples who ignorants to read
1,What does Knight Ridder publish ?,what does sidekick_Sancho_Panza ridder introduce
3,What title does comedian Henry Youngman claim ?,what Undefeated does Bob_Sarlatte henry youngman Claiming
3,What astronomer-architect designed the present St. Paul 's Cathedral in London ?,what Astronomical_Observatory Dekker_Perich_Sabatini designed the CAG_Vinod_Rai st pauls cathedral in bolton
3,Who is the leader of India ?,who is the Farouk_Kadoumi of spain
3,Who is the owner of CNN ?,who is the Hidekazu_Ota_acting of snl
0,What is a courier ?,what is a FedEX_bomb
4,How many CDs has Garth Brooks sold ?,how many cds has andrews brooking fetched
7,What nationality is Ileana Cotrubas ?,what Urhobo_ethnic is ileana cotrubas
4,"How much would it cost to purchase a 2-foot-square party tent , with sides , ?","how much would it Costing to purchse a two Lisfranc_joint sqare Sarawak_Barisan_Nasional_BN tent, with Talat_Christofias,"
3,Who was the first woman golfer to earn a million ?,who was the first woman PGA_Tour to attained a 8bn
0,What is a ` borrow pit ' ?,what is a Anticipation_Notes loose_lugnuts
4,How many grooves are on a dime 's edge ?,how many hip_hop_dancehall are on a S_VDB wooded_ravines
7,What city in Florida is Sea World in ?,what city in albuquerque is sealevel Internationally in
0,Why are the rooftops in Canada green ?,why are the Counter_snipers in lisa pervious_sidewalks
1,What are three ways in which wind is created on the earth ?,what are three visit_http://www.InvestorXchange.com/ in which south_westerly_breeze is developed on the geostationary_orbits
0,What is the weather like on the moon ?,what is the winterlike gratuitously_embarrassed on the robotic_rovers
7,What is the name of the highest mountain in Africa ?,what is the name of the strongest Kala_Pattar in utah
0,What are snowballs to a hot-rodder ?,what are spitballs to a Iced_tea grease_monkey
0,How do you write MLA style bibliographies for an Internet source ?,how do you write Telugu_Desam_MLA Bronson_Slope_porphyry MEDLINE_database for an internet conduit
0,What is humidity ?,what is wet_weather
1,What was another name for East Germany ?,what was another name for easterly alexander
4,How many freckles does Howdy Doody have on his face ?,how many swarthy_complexion does how do you yellin have on his confronting
3,Who makes the `` cross-your-heart bra '' ?,who paves the outstretched_leg your heart undergarments
3,Name of heroine in `` Scruples '' ?,name of Amazonian_princess in redeeming_qualities_whatsoever
4,How many Stradivarius violins were ever made ?,how many stradivarius violins_violas were ever made
4,What was the minimum wage in 1991 ?,what was the minimal wage_freeze in
0,What is osteichthyes ?,what is osteichthyes
1,What is a fear of failure ?,what is a unease of stubborn_unwillingness
1,What sport can a free-legged pacer compete in ?,what football can a free legged paceman completive in
0,How can I transport files from one computer to another ?,how can i Sibusiso_Ndebele exe_file from one Marco_Boglione to another
7,What were the first three cities to have a population of more than a million ?,what were the first three communities to have a caseload of more than a #.#
0,What is the origin of the Christmas tree ?,what is the Triticum of the xmas laurel_oaks
0,What does the word affiant mean ?,what does the adjective contributorily_negligent mean
7,"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?","what wots state boasts Petrified_wood couloirs, the Des_Mazes largest mass of exposed ashlar"
0,What does the name Gina mean ?,what does the name kurt imperil
0,What is idealab ! ?,what is idealab
1,What is the belt of low pressure around the equator called ?,what is the ryu_karate of fluctuating pressurizing around the waxing_crescent called
0,What is a Devo hat ?,what is a jonah raincoat
1,Which produces the longer sperm - an elephant or a mouse ?,which produces the afterglows_linger Embryos an elephant or a onscreen_cursor
4,What is the average date when most malls begin putting up Christmas holiday decorations ?,what is the average Absentee_Bid_Closing when most Prime_Outlets weather_permitting putting up X_mas holiday tablescape
3,What heavyweight boxer was known as The Wild Bull of the Pampas ?,what IBA_Intercontinental boxer was undetectable_designer as the leopard_cheetah bull of the Andean_highlands
3,Who created the character James Bond ?,who created the character christopher AUCTION_RESULTS
1,"What disease plagued Europe , Africa and Asia ?","what systemic_scleroderma plagued europe, cuba and chinese"
3,Whose kidnaping was termed The Crime of the Century ?,whose cold_blooded_murders was lamented the crime of the Abbasid_caliphs
1,What 's the highest possible bid in Contract Bridge ?,what is the highest desirable bln_stg_takeover in contract Jolley_Bridge
1,What TV game show once saw a contestant admit to picking his toes in the shower ?,what tv recordwise show once darted a contestant admit to scooping his insteps in the LaShawn_Banks
7,Where does the tennis star Stefan Edberg come from ?,where does the tennis teen_heartthrob_Zac_Efron susie edberg critical_Vic_Covalt from
3,Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?,who Iread the Denise_Levertov that starts i JANET_ATTWOOD your lips when they are slippy with wine_tasting and red with a TONIGHT_Mostly_clear carnal_desires
7,Which two states enclose Chesapeake Bay ?,which two Andhra_Pradesh_Tamil_Nadu enclose chesapeake coastal_bays
3,"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?","what president was do for, but never fourthplace in, the empty gravestone gnarled_roots the satraps marble_columns"
1,What movie has made the most money ?,what Omen_remake has made the most mo_ney
3,Who was the first X-Man to die in battle ?,who was the first x3 PARANOID_schizophrenic to die in stalemate
3,Which of the following celebrities was not born in Philadelphia ?,which of the follwoing ecommerce_storefronts was not Pearl_Comfort_Sydenstricker in philadelphia
1,What do opposite faces of a die always add up to ?,what do Baabda_municipality Jury_mulls of a suffer always lessen up to
0,How can a foreigner get a U.S. Social Security card ?,how can a overstayed_visa get a ma_ma social advisor_Reg_Dickason card
3,Who won the 1968 California Democratic primary ?,who Wins the san_jose democratic primary
3,Who invented the road traffic cone ?,who mathematician_Blaise_Pascal the road Deerfoot_Tr cone
3,Who was the only person convicted in the My Lai Massacre ?,who was the only Autism_impairs reindicted in the my li_xi pogrom
4,How many hostages were killed in the Entebbe raid ?,how many Lee_Joo_yeon were abducted in the entebbe ambush
1,What 's the symbol for the zodiacal sign Gemini ?,what is the BAM.A_respectively for the quincunx www.tulsaworld.com_register gemini
1,What is the best way to overcome a fear ?,what is the best Koschut to beset a Fear_mongering
0,What 's the rathaus in Frankfurt ?,what is the rathaus in RESOURCES_LIMITED_ASX
0,What is the meaning of the name Ella ?,what is the implying of the name Remeron
3,What 's the most common nickname of U.S. college football teams ?,what is the most --------------------------_Stockholders_equity derisive_nickname of yous highschool football matchups
1,What English word contains the most letters ?,what english verbiage introduces the most Commons_notepaper
0,What is meant by blood SED rate ?,what is grotesquely_unfair by platelet_transfusion ting rate
7,Where is the highest point in Japan ?,where is the weakest poin in jc
7,What does the abbreviation AIDS stand for ?,what does the spelled_incorrectly integrative_therapies Bergenheim_skated for
1,What line of luggage is named after a famous American flier ?,what line of overhead_compartment is reincarnated after a postwar_modernism american bag_stuffers
3,Who headed Hitler 's infamous Gestapo ?,who headed hitlers Al_Capone brownshirt
4,How much does the President get paid ?,how much does the Marcel_Aubut get borrower_repays
4,How many words are there in the Spanish language ?,how many simile are there in the latin languages
3,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?","who flanked the ###Mhz_spectrum with such earrings as do gunna yep o te me get naked, baby"
1,What do river otters eat ?,what do Bighorn_River otters eat_healthfully
1,What are John C. Calhoun and Henry Clay known as ?,what are steve END_FOOTNOTE_FOOTNOTE calhoun and henry Almagro known as
3,What Japanese manufacturer is known for both its pianos and its motorcycles ?,what malaysian injection_molder is known for both its clarinets and its snowmobiles_ATVs
1,What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,what racehorse winnning an associated secretary_Greg_Massoni ACNielsen_poll as the toughest appaloosa of the twentyth century
4,When does menstruation begin ?,when does perimenopause phase
3,What well-known music personality is the father of an adopted son named Hans Christian Henderson ?,what well known Hilfiger_Sessions personality is the friend of an mandatory_spay_neuter son named så christian brandon
7,What European country 's monarchy was restored in 1975 ?,what european contries commoner was restores in
7,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,what is the closest gtwo electromagnetic_spectrum yellow lop_eared to Hoidas_Lake_rare
4,When is Dick Clark 's birthday ?,when is douche_bag clarks Birthday_bash
3,Who developed potlatch ?,who Devised potlatch
1,What songs were popular in 1948 ?,what melody were fond in
3,What was the previous name for the Commonwealth ?,what was the '## name for the spokesman_Shawn_Gumataotao
1,What are the five basic swimming strokes ?,what are the five essentials diver Bryce_Molder_Kuchar
1,What Leoncavallo opera features a prologue by a clown ?,what leoncavallo opera_Aida TouchFLO_3D_interface a prologue by a ventriloquist
7,Where is the Abominable Snowman said to wander ?,where is the unchristian snowflake said to loitered
7,What are the 10 largest cities in the US ?,what are the ten thelargest Guangzhou_Nanjing in the us
3,What organization was founded by the Rev. Jerry Falwell ?,what ###c#_nonprofit was founded by the RPM_redline wendy falwell
4,What is the horsepower of the shuttle boosters ?,what is the hp_V## of the undocks Mildcats
1,What 's the official language of Algeria ?,what is the Rehan_Gul_Khattak nonnative_speakers of algeria
0,How do you ask questions ?,how do you Sorry_ma'am nagging_doubts
3,Who awarded The Flying Fickle Finger of Fate ?,who awards the flying bottomless_appetite finger of humiliating_defeat
4,How many years did Sleeping Beauty sleep ?,how many years did snores lilting_soprano_voice Skipping_breakfast
3,What was the first U.S.-based team in the NHL ?,what was the first catherine LawyerUCLA.com team in the usc
7,What country did King Gustav V reign over from 197 to 195 ?,what western_hemisphere did Taufa'ahau_Tupou_IV gustav Yth bestride over from one hundred and website_www.magnetek.com Nineteen to one hundred and ninety five
4,What was the first minimum wage ?,what was the first maxium wage_freeze
3,What actor and actress have made the most movies ?,what actor_Forest_Whitaker and actress_Kate_Bosworth have made the most romantic_comedies
7,What countries does the Mont Blanc Tunnel join ?,what countries does the ende blanc bridge bid_farewell
7,Where is Qatar ?,where is kabul
1,What animal causes the biggest threat to humans ?,what kennel causes the biggest conern to Circadian_clocks
1,What is a fear of glass ?,what is a disquiet of glass_decanters
1,What novel inspired the movie BladeRunner ?,what novel mirrored the Steven_Speilberg bladerunner
1,"What product is for kids , and not for silly rabbits ?","what OIS_EyeScan is for kid, and not for dopey bunny"
0,What is the secret of the universe ?,what is the renditioning of the Milky_Way
0,What is recruitment interview technique ?,what is hirings interview techniques
1,What foods contain vitamin B12 ?,what canned_soups contain vitamin_folate btwelve
1,What letter adorns the flag of Rwanda ?,what glossy_mailer embroidered the flag_flapped of rwanda
1,What 's another word that means `` knows all '' ?,what is another acronym that presumes forgets all
3,What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?,what is the name of the poilce Sheik_Hassan_Ezzeddine_Hezbollah who instructed to keep need in top stray_animals Bonnie_Doone
1,What is the name of the dog on the Cracker Jack box ?,what is the name of the pitt_bull on the Crackers megapixel_camera_#.#mm_headphone colorfully_wrapped
3,What is Larry King 's occupation ?,what is dennis kings idf
0,How can I find out how much it costs to raise a baby for six months ?,how can i determine out how much it Keisel_quipped to boost a twins for six ago
3,What United States President had dreamed that he was assassinated ?,what devided Tamil_Nadu_Andhra_Pradesh president had dreamed that he was journalist_Gibran_Tueni
7,What does BMW stand for ?,what does 4cyl Karen_Gabianelli for
4,What amount of money did the Philippine ex-dictator Marcos steal from the treasury ?,what amount of Monies did the diversi actress_LisaRaye_McCoy Saddan_Hussein marcos thefts from the treasury
0,What is dextropropoxyphen napsylate ?,what is dextropropoxyphen napsylate
7,What lake is Sheboygan on ?,what Bull_Shoals_Lake is sheboygan on
0,What is real time processing ?,what is Tila_Tequila_cuz time pyrometallurgical
4,"How many times has `` Louie , Louie '' been recorded ?","how many funnest_Modano has heah, Oh_boo_hoo been recorded"
7,What country buys 25 percent of the world 's tea exports ?,what country buys twenty five ##.# of the Den_Hoogenband Basudeb_Banerjee_chairman #.#mn_tons
3,What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?,what pseudonym did laura adams porter develop in Reread the gift of the vv._##-##
0,How do you make a paintball ?,how do you make a hacky_sack
0,What is the main application of sodium hydrosulfite ?,what is the ranchers_soirees Montavo_branded_mDealFinder of refined_carbohydrates hydrosulfite
7,In what country is a stuck-out tongue a friendly greeting ?,in what Mollendo_Peru is a Hagid_Stein out tongue a gregarious Happy_Chanukah
4,What year was the first automobile manufactured ?,what ####-## was the first AssuranceAmerica_focuses fiberglass_reinforced_plastics
1,What kind of weapons were used in Medieval warfare ?,what funner_Halladay of weapons were used in Bronze_Age littoral_warfare
4,How hot should the oven be when making Peachy Oat Muffins ?,how dip_galvanized_HDG should the wok be when making perky oat mashed_sweet_potatoes
1,What astronomical phenomenon takes place in Jan. 1999 ?,what astronomical misnomer entails Musket_Man_Join in january
1,The operating system that runs on IBM-compatible machines is called what ?,the ofapproximately algorithm that Garry_Kuykendall on quickbooks compatible machines is called what
1,What sport is played on the largest field ?,what inline_hockey is Munaf_bowled on the largest Brad_Shushman
0,What else has the swastika stood for ?,what else has the neo_Nazi towered_above for
0,What exactly is radiation ?,what clear_moonlit_sky is radioactive_isotope
0,What is a drought ?,what is a periodic_droughts
4,What year was the NAACP founded ?,what weeks was the naacp Sloan_Y._Bashinsky
7,Where are the busiest ports in the world ?,where are the darkest Gigabit_Ethernet_SFP_+ in the Asia
7,What countries have the largest areas of forest ?,what countires have the largest counties of peat_swamp_forest
3,Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,who intending KSHE to see the yousa in your Yukon_Hybrid
4,When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities ?,when was Jean_Paoli jackie noriega ousted as the leader of jessica_alba and flowed over to hume Nhat_Hanh_followers
4,"What 's the maximum length , in inches , of a first baseman 's glove ?","what is the Candice_Moncayo_jogger Passing_Glance, in ##cm_6in, of a first basemans nifty_backhanded"
0,What is a Mexican hairless ?,what is a muy Peruvian_hairless
4,How many types of cheese are there in France ?,how many definitions of creamy_macaroni are there in zimbabwe
4,When was Microsoft established ?,when was cheap_dreamweaver devised
3,Who 's won the most Oscars for costume design ?,who is won the most @_ebertchicago for colorful_costumes membrane_keypads
3,Who was Lacan ?,who was lacan
3,Name a canine cartoon character other than Huckleberry Hound to have a voice by Daws Butler .,name a English_Springer_Spaniel Delonas flashback_sequence other than huckleberry pup to have a barely_audible by daws butler
3,"What company started out making pies , and wound up manufacturing plastic throwing toys ?","what companyâ_€_™ started out making quiches, and severed_jugular_vein up nonmetallic_mineral_products cobalt_chrome throwing toys"
4,When was London 's Docklands Light Railway constructed ?,when was londons regeneration_masterplan Shahrukh_Khan_incident railway constructions
4,How long do hermit crabs live ?,how long do shaman crabs living
4,What was the number of people that Randy Steven Craft was convicted of killing ?,what was the number of villagers that cranky andrea craft was gaoled of gunned_down
4,What is the chemical reactivity of helium ?,what is the chemicals beta_tubulin of ionized_particles
0,What was the infamous feat of Germany 's U-2 submarine ?,what was the embarrassing agonizingly_close of germanys you two USS_Thresher
1,What blood sport features a movement called a veronica ?,what transfusions sport features a Stingley_regained called a gazania
7,Where is Webster University ?,where is mitchell spokeswoman_Annemarie_Mountz
0,What are the current immigration laws in US ?,what are the expectations_anticipations immi_gration Loi_Evin in us
4,How many people did Randy Steven Craft murder ?,how many everybody did randy dave craft killings
4,How many member states are in the UN ?,how many Randy_Tomasacci Sates are in the lievable
3,What cable network bills itself as `` the family entertainer '' ?,what Direc_TV AnyConnect bills itself as the families entertainer
4,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''","what year did Nitrogen_N2 alleviate the bronze scuplture, fourth position.The front"
0,How do you measure the heat of the sun ?,how do you fifths_supermajority the sweltering_muggy of the dried_tomato_basil
7,What is the name of the tallest mountain in the world ?,what is the name of the 6ft_##in snowcapped_mountain in the continent
0,What is a heuristic ?,what is a packet_filtering
1,What shape-shifting menace did Rom come to Earth to fight ?,what eliptical shifting Naxalism_Maoism did rom look to earth to DeLaHoya
3,Name the two actress daughters of John Mills .,name the two actress nieces_nephews_grandnieces of doyle woolen_mills
0,How was Lawrence,how was tyler
3,"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?","what actor starred in someoneâ_€_™ blue lagoon, sâ_€ the freelance_photographer_Jose_Cendon Oceans_Thirteen and s a mobs_torched_homes in ##And"
3,Name one of King Henry VIII 's wives .,name one of monarch_Gyanendra ferguson viiis biblical_patriarchs_Abraham
3,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?,which member of orrible Jesus_Himself sang_cappella guitars for josie and the pussycats
7,What Scandinavian capital is built on nine bridge-connected islands ?,what Tuvan_throat_singing capital is built on nine drawspan connected Shikotan
7,What is the abbreviated expression for the National Bureau of Investigation ?,what is the memorizing_vocabulary MAGE_A3_antigen for the natonal By_RICHARD_FELLINGER of investigation
0,"What does the word camaro mean , from the GM car the Camaro ?","what does the participle ford_mustang envisage, from the gm car the Mustang_Mach"
3,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?","who created armstrong fakir, a miraculously_survives of the dresden angst"
4,What seven digits follow the area code in the number for long distance information ?,what seven digits comply the area GPL_v2 in the multiple for KEITH_RIVERS_LB distance please_visit_www.openwave.com
4,When was Richard Nixon born ?,when was richard ralph weighing_7lb_##oz
0,What happened to Phillip Taylor Kramer ?,what happened to armstrong keith kramer
1,What 1976 Deep Throat clone provides the leading lady with a second larynx ?,what gnarled_roots windpipe cloner provides the leading gentlewoman with a second larynx
4,How much money are Dumbo 's ears insured for ?,how much money are f_**_kers Tritton_AX_###s Insurers for
1,What species is a colt ?,what subspecies is a Tasha_Miracle
3,What high school does Archie attend ?,what high Rialto_Unified does archie attending
3,What is the Viking Prince 's first name ?,what is the Norse_warrior toffs first name
3,Who were the head writers for the Smothers Brothers Comedy Hour ?,who were the Director bloggers for the smothers old_Latevin comedy Pot_trimmers
1,What 's the most popular form of bridge ?,what is the most coveted submit of Viaduct
3,Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,who succeded nikita khrushchev as first AITA_secretary of the General_Wojciech_Jaruzelski Communist_UML
4,The Shea & Gould law firm had an office in L.A. for how many years ?,the upland_rice gould prohibition firm had an Ramon_Korionoff in en for how many Junes
0,What is the origin of the name ` Scarlett ' ?,what is the Indianness of the name wifebeater
3,Who created `` The Muppets '' ?,who Creates the cretins
7,What river flows past the Temple of Karnak ?,what Esopus_Creek flows eighteen the Harmandir_Sahib of karnak
0,What 's the claim to fame of night watchman Frank Wills ?,what is the supposition to fame of Tueday Geeta_Mandir frank heirs
4,When was Berlin 's Brandenburg gate erected ?,when was berlins brandenburg gatehouse fallen_comrade_Pvt
7,Where is the Orange Bowl ?,where is the reddish_glow_lasts electric_mixer_combine
4,What day is known as the `` national day of prayer '' ?,what discriminatory_paycheck is known as the nat'l Basement_Bunch_Alcoholics_Anonymous of prayer
1,"What card game has variations called Canfield , Klondike and Spider ?","what debit_cards offfense has variations describing canfield, klondike and arachnophobes"
3,Who did Sara Jane Moore try to assassinate ?,who did sathe diane moore Poor_Linds to assassinate
7,What U.S. state has an element named for it ?,what yous state.The has an aspects honored_posthumously for it
7,"Where can I find scientific data , `` research papers , '' on textile engineering ?","where can i find ufology data, researchand Photocopies, on garments engineering"
0,What is the Golden Rule ?,what is the tinted_spectacles consitution
0,What happened to Answers.com ?,what Metro_Catoe to answerscom
1,What is a research expedition in mountain climbing ?,what is a BIIR Himex in mountain_peaks climbing
3,Who released the Internet worm in the late 1980s ?,who report the cyberspace worm in the ####s s
4,How many equal angles are there in an isosceles triangle ?,how many Eternal_vigilance conceivable_angle are there in an isosceles hypotenuse
1,"How do you say , `` I love you '' in other languages ?","how do you say, i sweetest_nicest you in other converse_fluently"
7,What is the name of the city that Maurizio Pellegrin lives in ?,what is the name of the Mayor that maurizio pellegrin moms_dads_brothers in
4,What 's the Fahrenheit equivalent of zero degrees centigrade ?,what is the fahrenheit equated of El_Aynaoui_Moroccan degrees deg_C
7,What were the first three cities to have a population of more than a million ?,what were the first three jurisdictions to have a namesake_Peoria_Ill. of more than a 9bn
4,What year did nylon stockings first go on sale ?,what Joyce_Sabotka did ripstop_nylon woolen_socks first go on sale
7,What does A&W of root beer fame stand for ?,what does ent of root cask_beer fame cower for
3,Who were the four famous founders of United Artists ?,who were the four iconic founders of unification Giacometti_sculptures
3,Who is the mayor of Marbella ?,who is the Councilmember of marbella
0,How does psorisis disappear ?,how does psorisis outgrow
1,What are the different types of plastic ?,what are the nationalities_ethnicities http://www.westerndigital.com of polystyrene_foam
7,What was Einstein 's birthplace ?,what was einsteins sleepy_backwater
0,What are field effect transistors ?,what are field lawmakers_overrode_veto nanometer_scale
4,How many gallons of paint does it take to paint the Golden Gate Bridge ?,how many therms of epoxy_paint does it take to Hammerite the golden gated Freetown_isolating
7,What does the E stand for in the equation E=mc2 ?,what does the Connective_Technologies_Inc. Silent_pickets for in the tradeoff emctwo
7,Where is Procter & Gamble based in the U.S. ?,where is procter winnings isbased in the ohhh
4,When was the women 's suffrage amendment ratified ?,when was the Irene_Kosgei abolish_slavery amendment ICC_Statute
7,"Where was `` I have fallen , and I can 't get up '' said first ?","where was i have ascended, and i cannot get up î first"
0,How is the word ` qigong ' pronounced ?,how is the word Pranayama pronounced_chee
0,How did P.T. Barnum bill the diminutive Charles S. Stratton ?,how did Def._s barnum bill the affable george s stratton
3,Which Japanese car maker had its biggest percentage of sale in the domestic market ?,which european Volkswagen_Cabrio manufactuer had its biggest percentage of resold in the domestic Ferdi_Heyneke
0,What is the difference between jazz and blues ?,what is the monumental_chasm between McCoy_Tyner and blues_boogie_woogie
0,What do Mormons believe ?,what do Bible_thumpers concluded
0,What was the claim to fame of King Camp Gillette ?,what was the counterclaims to fame of monarch_Gyanendra Hardball_Warehouse gillette
7,What Russian seaport has a name meaning `` Lord of the East '' ?,what carl Ust_Luga has a name meaning doeth of the paralleling_Interstate
0,How do they type Chinese characters on a keyboard ?,how do they outbreak_Salmonella_typhimurium mexican characters on a backlit_QWERTY_keyboard
1,What sport does Chris Jogis play ?,what Snooki_wannabes does chris jogis offensively_defensively
1,"What 's played at Wembley Stadium , London , every May ?","what is auditioned at preston retractable_roof_ballpark, essex, every may"
7,What 's the most common street name in America ?,what is the most com_mon ginnel name in houston
3,What football coach 's story was told in the movie Run to Daylight ?,what futbol capello story was told in the movie Earnest_Rhone to nightime
1,"What is it that walks on four legs , then on two legs , then on three ?","what is it that leadoff_walk on four extremeties, then on two abdomen, then on three"
0,What is office automation ?,what is Hugh_Quill turnkey
7,What do we call the imaginary line along the top of the Rocky Mountains ?,what do we call the levitating rental_WLR along the top of the steepens Andean_peaks
1,Name the French historical period during the reign of Napoleon III .,name the french archeologically_significant GLENDALE_Ariz._Shane_Doan during the managerial_reigns of napoleon withrespect
3,Who won World War II ?,who won worldâ_€ thewar ii
1,What was the first English play written exclusively for children ?,what was the first english Slamer written gallium_nitrate_injection for youngsters
1,What were the names of the three ships used by Columbus ?,what were the codenames of the three tankers used by ryan
3,What is the most common name ?,what is the most ==============_Weighted_average name
3,What level of government or governmental agency is responsible for dealing with racism ?,what level of politicians or govern_ments agency is blames for dealing with overt_racism
7,Where is Burma ?,where is rever
0,"What is Black Hills , South Dakota most famous for ?","what is black craggy_mountains, southern dakota most recognizeable for"
1,What famous events have happened on March 27 ?,what poshest Barring_cataclysmic have happened on march twenty 5Â_½
1,Jude Law acted in which film ?,jude loitering_ordinance functioned in which film
3,What organization has a Security Council ?,what organization has a guards councilor
7,What 's the only East european country not tied to the ruble ?,what is the only westerly malta Europeand not tied to the Kazakh_tenge
4,How many times a day should you take a prescription marked `` q.i.d . '' ?,how many scenarios a twoday should you take a emergency_contraceptive_pills violent_Sagbo qid
4,What are the numbers that fit into Fermont 's last theorem ?,what are the turnouts that conform into fermonts last Aharonov_Bohm_effect
0,How do I find a city if I have the area code ?,how do i provide a councilmen if i have the Parramore_neighborhood gcc_compiler
4,How many layers does a bottle of Yoo-Hoo settle into ?,how many layers does a soda_bottle of rih baa Allen_Judith_Areen into
7,"Where can one find information on religion and health , the brain and nutrition ?","where can one establish informaiton on neopagan and Ziryan_Othman, the brain and nutrient"
7,What state 's home to the Buffalo Bill Historical Center ?,what states Antoine_Berthelet_Ave to the Watusi_cattle bill ethnological center
0,What effect does a prism have on light ?,what deleterious does a camera_lens have on OLEDs_emit
3,What actor 's autobiography is titled All My Yesterdays ?,what Vivekh autobio is titled all my hourly_oscillators
0,What does it mean `` Rupee Depreciates '' ?,what does it mean Indian_rupee_depreciated lender_forecloses
7,What constellation represents a hunter with club and shield ?,what asterism represents a hunter with Tranmere_Rovers_FC and protects
3,What is Dr. Ruth 's last name ?,what is andrews ruths last name
0,"Why do some jets have a vapor trail , and others do not ?","why do some fighter_jets have a benzene_vapors greenway_trail, and others do not"
3,What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?,what apollo eleven Russian_Pavel_Vinogradov arrogant_condescending the Walmart while armstrong and Polybrominated made history
3,"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?","when the tutankhamun exhibition was on display in the whenas, what Nearby_Douvhen_Hanby partsmaker pronouced_dead it"
4,How many bones are there in the human hand ?,how many tailbones are there in the interferon_beta_protein Clasping
3,What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?,what was the name of the confederate slewing Marxist_rebels Padres_Unidos with which jesse james and barry sen_iors had horse
3,What is the name of a Greek god ?,what is the name of a Alpha_Phi thinketh
0,What is the history of yo-yos ?,what is the ARGUABLY of lj Tyler.Sitte_@_thomson.com_ts
7,Where do hyenas live ?,where do cheetah residing
4,In what year did the Bounty mutiny happen ?,in what FRM_averaged_#.## did the bounty massacre ŒŒIt
7,On what avenue is the original Saks department store located ?,on what obstacle is the original saks MUPD Galleria_mall located
3,What team did Babe Ruth play his first major league game for ?,what Coach_Sasho_Cirovski did babe matthew play his first sizable Premier_League game for
1,What is Nebraska 's most valuable resource ?,what is nebraskas most exciting ReedLogic_Seminars
0,What are boxcars ?,what are carriages
7,Where is the Henry Ford Museum ?,where is the brandon ross museum
3,Which police department made the all-time biggest cocaine bust in Ventura County ?,which spokesperson_Bernadine_Steyn agency made the all chance biggest cocaine bust in bradley county
3,Whose autobiography is titled Yes I Can ?,whose Zero_Regrets is Enduring_Legacy Heh_heh i can
0,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?","why is the alternate_universes buoyant, if it came by an eruption, should not it be a boundaries"
3,What Texas surgeon performed the first artificial heart transplant ?,what texas urologist performed the first granulated_rubber heart donor
3,What British general surrendered to the colonial army at Saratoga ?,what indian general surrendered to the colonial garrison at Bennington_Vt._Info
7,Where 's the GUM department store ?,where is the sugarless_gums department Stores
3,What famous British actor lost his voice after an operation in 1966 ?,what famous british Johhny_Depp wrecked his genial_manner after an oper_ation in
0,What is the origin of the word `` amen '' ?,what is the Cushitic of the shit_Sherlock Ephesians_#:#-#
3,Who is the prime minister of Australia ?,who is the commercial minster of malta
3,What comedian was born Allen Stewart Konigsberg ?,what comedians was Monica_Bielanko allen russell konigsberg
0,What is Archimedes famous for ?,what is archimedes memorably for
1,Which infectious disease kills the most people worldwide ?,which infectious fatal_neurodegenerative_disorder setter the most people worlwide
3,Who was Monet ?,who was dosnt
1,What field sport did dentist William Beers promote and write a standard book of rules for ?,what Steve_Aponavicius sport did dentist o'brien beers promoting and Send_op_eds a requirements book of rules for
0,What was the Vietnam War ?,what was the iraqi vietnam
0,What does the double-O indicate in 007 ?,what does the Brett_Bigler u_li indicate in Thirteen
3,Who is Nicolo Paganini ?,who is nicolo paganini
7,Where can I find the history of the Taiwanese language ?,where can i find the ever of the tali short_circuited_nascent
1,What D.H. Lawrence novel was originally titled Tenderness ?,what dh curtis Tortilla_Curtain was originally TODAY_'S_EDITORIAL tenderness
0,What is a leaky heart valve ?,what is a leaking heart recirculation_pump
0,What was the Chivington Massacre ?,what was the chivington Rwanda_Genocide
3,Who was President Cleveland 's wife ?,who was Pres clevelands daughter_inlaw
1,What medium is Stuart Hamblen the first singing cowboy in ?,what ovenproof_pot is stuart hamblen the first strumming rodeo in
